dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.641853,5.415253,2.401590,2.442136,-1.998259,-0.000000,5.718248
0.020000,3.682620,5.389085,2.450033,2.402171,-1.998259,0.000000,5.706771
0.020000,3.722417,5.362890,2.497676,2.362206,-1.998259,-0.000000,5.695334
0.020000,3.761249,5.336691,2.544521,2.322240,-1.998259,0.000000,5.683952
0.020000,3.799124,5.310507,2.590566,2.282275,-1.998259,0.000000,5.672636
0.020000,3.836049,5.284359,2.635812,2.242310,-1.998259,-0.000000,5.661400
0.020000,3.872032,5.258269,2.680258,2.202345,-1.998259,0.000000,5.650254
0.020000,3.907082,5.232258,2.723906,2.162380,-1.998259,-0.000000,5.639210
0.020000,3.941207,5.206346,2.766754,2.122415,-1.998259,0.000000,5.628279
0.020000,3.974417,5.180555,2.808802,2.082449,-1.998259,0.000000,5.617472
0.020000,4.006722,5.154907,2.850052,2.042484,-1.998259,-0.000000,5.606799
0.020000,4.038133,5.129420,2.890502,2.002519,-1.998259,0.000000,5.596267
0.020000,4.068660,5.104117,2.930152,1.962554,-1.998259,-0.000000,5.585888
0.020000,4.098315,5.079017,2.969004,1.922589,-1.998259,0.000000,5.575668
0.020000,4.127109,5.054140,3.007056,1.882623,-1.998259,-0.000000,5.565615
0.020000,4.155054,5.029506,3.044309,1.842658,-1.998259,0.000000,5.555736
0.020000,4.182163,5.005134,3.080762,1.802693,-1.998259,-0.000000,5.546039
0.020000,4.208446,4.981043,3.116416,1.762728,-1.998259,0.000000,5.536528
0.020000,4.233918,4.957251,3.151271,1.722763,-1.998259,0.000000,5.527209
0.020000,4.258590,4.933776,3.185327,1.682798,-1.998259,-0.000000,5.518087
0.020000,4.282475,4.910636,3.218583,1.642832,-1.998259,0.000000,5.509167
0.020000,4.305586,4.887848,3.251040,1.602867,-1.998259,-0.000000,5.500452
0.020000,4.327936,4.865427,3.282698,1.562902,-1.998259,0.000000,5.491946
0.020000,4.349537,4.843390,3.313556,1.522937,-1.998259,0.000000,5.483652
0.020000,4.370402,4.821752,3.343615,1.482972,-1.998259,-0.000000,5.475572
0.020000,4.390544,4.800528,3.372875,1.443007,-1.998259,0.000000,5.467709
0.020000,4.409975,4.779733,3.401336,1.403041,-1.998259,-0.000000,5.460065
0.020000,4.428707,4.759381,3.428997,1.363076,-1.998259,0.000000,5.452640
0.020000,4.446753,4.739483,3.455859,1.323111,-1.998259,-0.000000,5.445437
0.020000,4.464125,4.720055,3.481921,1.283146,-1.998259,0.000000,5.438456
0.020000,4.480834,4.701106,3.507185,1.243181,-1.998259,0.000000,5.431698
