dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.701175,-7.042532,4.199715,0.922286,-1.019102,-6.723527,0.002345
0.020000,4.683188,-7.042546,4.217702,0.899345,-1.147068,-6.398301,6.282464
0.020000,4.665709,-7.042508,4.235181,0.873976,-1.268427,-6.067965,6.279510
0.020000,4.648783,-7.042422,4.252108,0.846308,-1.383412,-5.749217,6.276674
0.020000,4.632454,-7.042293,4.268437,0.816472,-1.491799,-5.419374,6.273958
0.020000,4.616763,-7.042128,4.284129,0.784590,-1.594117,-5.115914,6.271366
0.020000,4.601748,-7.041932,4.299145,0.750787,-1.690148,-4.801513,6.268901
0.020000,4.587446,-7.041711,4.313448,0.715187,-1.779967,-4.490948,6.266568
0.020000,4.573890,-7.041471,4.327007,0.677910,-1.863875,-4.195413,6.264368
0.020000,4.561111,-7.041217,4.339788,0.639072,-1.941886,-3.900565,6.262304
0.020000,4.549138,-7.040955,4.351764,0.598789,-2.014165,-3.613925,6.260379
0.020000,4.537998,-7.040691,4.362907,0.557176,-2.080631,-3.323296,6.258595
0.020000,4.527714,-7.040430,4.373194,0.514346,-2.141482,-3.042568,6.256954
0.020000,4.518310,-7.040176,4.382602,0.470406,-2.197002,-2.775979,6.255458
0.020000,4.509804,-7.039935,4.391112,0.425467,-2.246995,-2.499649,6.254109
0.020000,4.502215,-7.039709,4.398704,0.379633,-2.291680,-2.234277,6.252909
0.020000,4.495557,-7.039504,4.405365,0.333011,-2.331119,-1.971938,6.251858
0.020000,4.489846,-7.039323,4.411079,0.285705,-2.365273,-1.707727,6.250959
0.020000,4.485092,-7.039168,4.415835,0.237816,-2.394479,-1.460301,6.250211
0.020000,4.481306,-7.039042,4.419624,0.189443,-2.418626,-1.207306,6.249616
0.020000,4.478494,-7.038946,4.422438,0.140691,-2.437618,-0.949633,6.249175
0.020000,4.476661,-7.038884,4.424271,0.091656,-2.451729,-0.705552,6.248888
0.020000,4.475779,-7.038854,4.425154,0.044155,-2.375035,3.834690,6.248749
0.020000,4.475567,-7.038846,4.425366,0.010614,-1.677073,34.898099,6.248716
0.020000,4.475567,-7.038846,4.425366,0.000000,-0.530694,57.318972,6.248716
