dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.798526,15.128408,6.265519,9.077321,-2.398369,-19.897446,5.718248
0.020000,9.950365,15.030940,6.445949,9.021517,-2.790227,-19.592927,5.706771
0.020000,10.100017,14.932437,6.625110,8.958022,-3.174764,-19.226816,5.695334
0.020000,10.247358,14.833027,6.802851,8.887035,-3.549350,-18.729314,5.683952
0.020000,10.392273,14.732841,6.979025,8.808744,-3.914515,-18.258240,5.672636
0.020000,10.534656,14.632015,7.153493,8.723380,-4.268214,-17.684983,5.661400
0.020000,10.674409,14.530683,7.326117,8.631202,-4.608913,-17.034927,5.650254
0.020000,10.811444,14.428984,7.496766,8.532464,-4.936862,-16.397459,5.639210
0.020000,10.945681,14.327056,7.665316,8.427463,-5.250054,-15.659600,5.628279
0.020000,11.077048,14.225036,7.831645,8.316475,-5.549402,-14.967366,5.617472
0.020000,11.205485,14.123062,7.995642,8.199822,-5.832645,-14.162198,5.606799
0.020000,11.330940,14.021269,8.157198,8.077843,-6.098983,-13.316854,5.596267
0.020000,11.453367,13.919791,8.316214,7.950784,-6.352922,-12.696977,5.585888
0.020000,11.572731,13.818760,8.472595,7.819058,-6.586318,-11.669794,5.575668
0.020000,11.689005,13.718304,8.626254,7.682947,-6.805530,-10.960592,5.565615
0.020000,11.802168,13.618548,8.777109,7.542759,-7.009436,-10.195302,5.555736
0.020000,11.912210,13.519614,8.925087,7.398854,-7.195248,-9.290610,5.546039
0.020000,12.019124,13.421618,9.070116,7.251498,-7.367797,-8.627447,5.536528
0.020000,12.122912,13.324675,9.212138,7.101053,-7.522238,-7.722029,5.527209
0.020000,12.223580,13.228891,9.351093,6.947774,-7.663937,-7.084990,5.518087
0.020000,12.321142,13.134372,9.486932,6.791950,-7.791205,-6.363394,5.509167
0.020000,12.415616,13.041216,9.619610,6.633896,-7.902713,-5.575412,5.500452
0.020000,12.507025,12.949516,9.749087,6.473845,-8.002534,-4.991030,5.491946
0.020000,12.595395,12.859363,9.875328,6.312053,-8.089633,-4.354948,5.483652
0.020000,12.680757,12.770840,9.998304,6.148788,-8.163231,-3.679911,5.475572
0.020000,12.763144,12.684028,10.117987,5.984163,-8.231244,-3.400648,5.467709
0.020000,12.842595,12.598999,10.234358,5.818549,-8.280704,-2.472999,5.460065
0.020000,12.919147,12.515825,10.347399,5.652046,-8.325159,-2.222743,5.452640
0.020000,12.992843,12.434569,10.457096,5.484868,-8.358907,-1.687399,5.445437
0.020000,13.063724,12.355295,10.563438,5.317103,-8.388231,-1.466216,5.438456
0.020000,13.131836,12.278056,10.666419,5.149054,-8.402459,-0.711392,5.431698
0.020000,13.197223,12.202906,10.766034,4.980720,-8.416690,-0.711529,5.425163
0.020000,13.259931,12.129893,10.862279,4.812268,-8.422623,-0.296679,5.418852
0.020000,13.320007,12.059062,10.955156,4.643854,-8.420696,0.096358,5.412764
0.020000,13.377497,11.990452,11.044668,4.475583,-8.413544,0.357613,5.406899
0.020000,13.432446,11.924103,11.130817,4.307457,-8.406286,0.362872,5.401257
0.020000,13.484901,11.860047,11.213609,4.139619,-8.391886,0.720031,5.395838
0.020000,13.534906,11.798317,11.293052,3.972141,-8.373926,0.897998,5.390640
0.020000,13.582506,11.738941,11.369152,3.805018,-8.356138,0.889403,5.385663
0.020000,13.627746,11.681944,11.441921,3.638449,-8.328464,1.383687,5.380907
0.020000,13.670666,11.627350,11.511367,3.472256,-8.309621,0.942154,5.376370
0.020000,13.711308,11.575180,11.577499,3.306636,-8.281039,1.429078,5.372051
0.020000,13.749712,11.525452,11.640330,3.141553,-8.254119,1.346023,5.367950
0.020000,13.785916,11.478184,11.699870,2.976972,-8.229058,1.253050,5.364066
0.020000,13.819958,11.433390,11.756131,2.813068,-8.195204,1.692682,5.360398
0.020000,13.851871,11.391085,11.809123,2.649616,-8.172621,1.129145,5.356944
0.020000,13.881690,11.351279,11.858859,2.486773,-8.142125,1.524828,5.353704
0.020000,13.909446,11.313985,11.905349,2.324485,-8.114409,1.385773,5.350677
0.020000,13.935168,11.279211,11.948602,2.162674,-8.090526,1.194150,5.347861
0.020000,13.958886,11.246964,11.988632,2.001510,-8.058207,1.615947,5.345256
0.020000,13.980625,11.217254,12.025446,1.840694,-8.040827,0.869025,5.342862
0.020000,14.000408,11.190085,12.059055,1.680432,-8.013091,1.386793,5.340677
0.020000,14.018259,11.165462,12.089467,1.520617,-7.990738,1.117675,5.338700
0.020000,14.034196,11.143393,12.116690,1.361120,-7.974846,0.794584,5.336931
0.020000,14.048239,11.123878,12.140732,1.202106,-7.950724,1.206078,5.335369
0.020000,14.060402,11.106923,12.161598,1.043328,-7.938899,0.591263,5.334014
0.020000,14.070700,11.092530,12.179296,0.884908,-7.920965,0.896686,5.332864
0.020000,14.079146,11.080701,12.193831,0.726724,-7.909210,0.587749,5.331921
0.020000,14.085747,11.071437,12.205206,0.568778,-7.897303,0.595374,5.331182
0.020000,14.090512,11.064742,12.213424,0.410875,-7.895176,0.106359,5.330649
0.020000,14.093447,11.060614,12.218489,0.253246,-7.881452,0.686189,5.330320
0.020000,14.094735,11.058802,12.220711,0.111120,-7.106287,38.758232,5.330176
0.020000,14.095012,11.058413,12.221189,0.023904,-4.360778,137.275491,5.330145
0.020000,14.095012,11.058413,12.221189,0.000000,-1.195210,158.278356,5.330145
