dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.242582,4.323961,1.850305,2.542997,-1.975579,-42.513634,0.146089
0.020000,3.292513,4.331278,1.900770,2.503485,-1.975579,0.000000,0.144868
0.020000,3.341672,4.338414,1.950444,2.463973,-1.975579,0.000000,0.143395
0.020000,3.390061,4.345360,1.999329,2.424462,-1.975579,0.000000,0.141683
0.020000,3.437679,4.352106,2.047423,2.384950,-1.975579,-0.000000,0.139745
0.020000,3.484529,4.358646,2.094727,2.345439,-1.975579,0.000000,0.137592
0.020000,3.530611,4.364972,2.141241,2.305927,-1.975579,0.000000,0.135237
0.020000,3.575924,4.371080,2.186964,2.266416,-1.975579,-0.000000,0.132691
0.020000,3.620470,4.376965,2.231897,2.226904,-1.975579,0.000000,0.129966
0.020000,3.664249,4.382623,2.276040,2.187392,-1.975579,0.000000,0.127073
0.020000,3.707261,4.388052,2.319393,2.147881,-1.975579,-0.000000,0.124025
0.020000,3.749504,4.393251,2.361955,2.108369,-1.975579,0.000000,0.120832
0.020000,3.790980,4.398218,2.403728,2.068858,-1.975579,0.000000,0.117504
0.020000,3.831688,4.402953,2.444710,2.029346,-1.975579,-0.000000,0.114054
0.020000,3.871627,4.407456,2.484901,1.989834,-1.975579,0.000000,0.110491
0.020000,3.910796,4.411730,2.524303,1.950323,-1.975579,0.000000,0.106826
0.020000,3.949194,4.415775,2.562914,1.910811,-1.975579,-0.000000,0.103069
0.020000,3.986822,4.419594,2.600735,1.871300,-1.975579,0.000000,0.099231
0.020000,4.023678,4.423191,2.637766,1.831788,-1.975579,-0.000000,0.095321
0.020000,4.059761,4.426569,2.674007,1.792276,-1.975579,0.000000,0.091349
0.020000,4.095070,4.429733,2.709457,1.752765,-1.975579,-0.000000,0.087325
0.020000,4.129604,4.432686,2.744118,1.713253,-1.975579,0.000000,0.083257
0.020000,4.163362,4.435433,2.777988,1.673742,-1.975579,-0.000000,0.079156
0.020000,4.196344,4.437981,2.811067,1.634230,-1.975579,0.000000,0.075031
0.020000,4.228547,4.440336,2.843357,1.594719,-1.975579,-0.000000,0.070889
0.020000,4.259972,4.442502,2.874856,1.555207,-1.975579,0.000000,0.066740
0.020000,4.290617,4.444486,2.905565,1.515695,-1.975579,-0.000000,0.062592
0.020000,4.320481,4.446296,2.935484,1.476184,-1.975579,0.000000,0.058454
0.020000,4.349563,4.447938,2.964612,1.436672,-1.975579,-0.000000,0.054332
0.020000,4.377862,4.449419,2.992951,1.397161,-1.975579,0.000000,0.050236
